Nome aceito,Cidade,Estado,País,Latitude,Longitude
Rugoloa pilosa, entre Esmeraqlda e Pinhal da Serra, cerca de 8 km de Pinhal.,Esmeralda,Rio Grande do Sul,Brasil
Rugoloa pilosa, S11D.,Canaã dos Carajás,Pará,Brasil, -6.4075
Rugoloa pilosa,URUÇUCA,Bahia,Brasil, -14.4, -39.06
Rugoloa pilosa,Santa Teresa,Espirito Santo,Brasil, -19.9356002807617, -40.6002998352051
Rugoloa pilosa,Mauá da Serra,Paraná,Brasil, -23.933333, -51.133333
Rugoloa pilosa,Guarapari,Espirito Santo,Brasil, -20.6580009460449, -40.5110015869141
Rugoloa pilosa,Itabaiana,Sergipe,Brasil, -10.4107, -37.253
Rugoloa pilosa,,Rondônia,Brazil,,
Rugoloa pilosa, 20km Sul de Maceió,RIO LARGO,AL,Brasil, -9.4783296585083
Rugoloa pilosa,Belo Horizonte,MG,Brasil, -19.9208, -43.9378
Rugoloa pilosa,,Amapá,Brazil,,
Rugoloa pilosa,,Bahia,Brasil,,
Rugoloa pilosa, Reserva Jequetibá.,Santa Terezinha,Bahia,Brasil, -12.871389
Rugoloa pilosa,Cristinápolis,Sergipe,Brasil, -10.55213, -37.06079
Rugoloa pilosa,Treviso,Santa Catarina,Brasil, -28.5355555, -49.4538889
Rugoloa pilosa, km 7.,MINACU,GO,Brasil, -13.46194
Rugoloa pilosa, km 171,LIMA DUARTE,MG,Brasil, -21.8425006866455
Rugoloa pilosa,,Santa Catarina,Brazil,,
Rugoloa pilosa," Trilha ""F.C. Hoehne""", junto à casa dos guardas.,Santo André,São Paulo,Brasil
Rugoloa pilosa,Linhares,Espírito Santo,Brasil, -24, -49
Rugoloa pilosa, aceiro com pomar de fru. km 0,7,LINHARES,ES,Brasil
Rugoloa pilosa,Igrapiúna,Bahia,Brasil, -13.816667, -39.183333
Rugoloa pilosa, Porto Trombetas, Mina Saracá e Adjacências.,Oriximiná,Pará,Brasil
Rugoloa pilosa, Mata do Baú,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697
Rugoloa pilosa,Mauá da Serra,Paraná,Brasil, -23.933333, -51.133333
Rugoloa pilosa, à beira do ribeirão Varanal.,Telêmaco Borba,Paraná,Brasil, -24.337056
Rugoloa pilosa, No entorno da Caverna Vassouras,Divina Pastora,Sergipe,Brasil, -10.68851
Rugoloa pilosa, beira da trilha dos catetos,Londrina,Paraná,Brasil, -23.433333
Rugoloa pilosa, início da trilha para o Pico Camapuã,Campina Grande do Sul,Paraná,Brazil, -25.257694
Rugoloa pilosa,,Goiás,Brazil, -14.000675, -47.0008083
Rugoloa pilosa,Manaus,Amazonas,Brasil, -3.096528, -59.987222
Rugoloa pilosa, à beira do ribeirão Varanal,Telêmaco Borba,Paraná,Brasil, -24.337056
Rugoloa pilosa,BRASILIA,DF,Brasil, -15.7797002792358, -47.9296989440918
Rugoloa pilosa, Mina Saracá. Adjacência.,Oriximiná,Pará,Brasil, -1.76556003093719
Rugoloa pilosa,São Jose de Ribamar,Maranhão,Brasil, -2.644833, -44.140139
Rugoloa pilosa, sentido Palmital - Divisa MG/DF, lado esquerdo.,UNAI,MG,Brasil
Rugoloa pilosa, Reserva Biológica de Mogi Guaçu, Próximo ao Distrito de Martinho Prado. Gleba A. Início da trilha 1.,Mogi Guaçu,São Paulo,Brasil
Rugoloa pilosa, ca. 5 km a NW de Itamaraju. Folha SE-24 (17-40d).,Itamaraju,Bahia,Brazil, -17.0392
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.593611, -41.379444
Rugoloa pilosa,Cedro de São João,Sergipe,Brasil, -10.2519, -36.8844
Rugoloa pilosa,São Paulo,São Paulo,Brazil, -23.6333333, -46.6166667
Rugoloa pilosa,,Maranhão,Brazil,,
Rugoloa pilosa, 6 km NE of Mossamedes.,,Goiás,Brazil,
Rugoloa pilosa,Paço do Lumiar,Maranhão,Brasil, -2.463611, -44.181778
Rugoloa pilosa,,ParÃ¡,Brasil,,
Rugoloa pilosa,,Maranhão,Brazil, -2.9166667, -45.75
Rugoloa pilosa, Estrada entre Ubaitada e Itacaré, morro da antena.,Itacaré,Bahia,Brasil
Rugoloa pilosa, Missiones, Iguazú. Sendero Macuco, borde del sendero.,,
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.560278, -41.403056
Rugoloa pilosa,Marapanim,Pará,Brasil, -0.717499971389771, -47.6996994018555
Rugoloa pilosa,Diamantina,Minas Gerais,Brazil, -18.2494, -43.6003
Rugoloa pilosa,Nossa Sra do Livramento,Mato Grosso,Brasil,,
Rugoloa pilosa, Serra do Gavião. Floresta Atlântica de encosta com inselbergues.,Tombos,Minas Gerais,Brasil, -20.894167
Rugoloa pilosa, estrada Flamengo, logo após a bifurcação para a estrada Roxinho. Mata de Tabuleiro, borda de mata, margem da estrada, área parc. sombreada
Rugoloa pilosa,JUIZ DE FORA,MG,Brasil, -21.7642002105713, -43.3502998352051
Rugoloa pilosa,,Minas Gerais,Brazil,,
Rugoloa pilosa,,Santa Catarina,Brazil,,
Rugoloa pilosa,São José de Ribamar,Maranhão,Brasil, -2.644833, -44.140139
Rugoloa pilosa, trilha da torre.,Camacan,Bahia,Brasil, -15.391667
Rugoloa pilosa,LINHARES,ES,BRASIL, -19.3910999298096, -40.0722007751465
Rugoloa pilosa, entrada da Mata da Vila 5, trilha do Guigó.,Igrapiúna,Bahia,Brasil
Rugoloa pilosa, km. 26.,Manaus,Amazonas,Brazil, -2.9166667
Rugoloa pilosa, R. Vermelho (outro lado do Desengano), Sapucaia das Terras Frias, Fazenda do Sr. Joaquim Silveira, no caminho.,
Rugoloa pilosa, ca. 12 km. highway to Juazeiro. Lower west facing slopes of serra with television mast.,,Bahia,Brazil, -10.3
Rugoloa pilosa,,Rio de Janeiro,Brazil,,
Rugoloa pilosa,Wenceslau Guimarães,Bahia,Brasil, -13.63, -39.700833
Rugoloa pilosa, 16,2 km west of Itanhém on road to Batinga, then 0,6 km north to Fazenda,Itanhém
Rugoloa pilosa,Igrapiúna,Bahia,Brasil, -13.816667, -39.116667
Rugoloa pilosa, trilha da torre.,Camacan,Bahia,Brasil, -15.391667
Rugoloa pilosa,Antônio Carlos,Minas Gerais,Brasil, -21.3180999755859, -43.7467002868652
Rugoloa pilosa,Reserva do Iguaçu,PR,Brasil, -25.922806, -51.860167
Rugoloa pilosa,Nova Ubiratã,Mato Grosso,Brasil, -13.112006, -54.446667
Rugoloa pilosa,PALMEIRAS DO TOCANTINS,TO,Brasil, -6.6225, -47.475
Rugoloa pilosa,Itabuna,Bahia,Brasil, -14.7855997085571, -39.2803001403809
Rugoloa pilosa,Lima Duarte,Minas Gerais,Brasil, -21.8425006866455, -43.793098449707
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.671389, -41.327222
Rugoloa pilosa,,Pará,Brazil,,
Rugoloa pilosa,Cachoeira,Bahia,Brasil, -12.533333, -39.083333
Rugoloa pilosa, Parque do Estado.,São Paulo,São Paulo,Brazil, -23.54
Rugoloa pilosa, beira do ribeirão Varanal, f, beira do ribeirão Varanal, foz.,Telêmaco Borba
Rugoloa pilosa,BRASILIA,DF,Brasil, -15.7797002792358, -47.9296989440918
Rugoloa pilosa, Trilha da Boatudo,Tapiraí,São Paulo,Brasil, -24.072683
Rugoloa pilosa, N4SW.,Parauapebas,Pará,Brasil, -6.076389
Rugoloa pilosa,Igrapiúna,Bahia,Brasil, -13.816667, -39.183333
Rugoloa pilosa, Mata do Baú. Beira da trilha,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697
Rugoloa pilosa,Santana de Pirapama,Minas Gerais,Brasil, -19.0060997009277, -44.043098449707
Rugoloa pilosa, paredão na descida da trilha para a cachoeira.,BRASILIA,DF,Brasil, -15.581944
Rugoloa pilosa, trilha Água Vermelha, no interior da mata.,Wenceslau Guimarães,Bahia,Brasil
Rugoloa pilosa, Nova Esperanca.,,Maranhão,Brazil, -2.9166667
Rugoloa pilosa,Catas Altas,Minas Gerais,Brasil, -20.208611, -43.436111
Rugoloa pilosa, Mata da Vila 5.,Igrapiúna,Bahia,Brasil, -13.816667
Rugoloa pilosa,Belém do Pará,Pará,Brasil,,
Rugoloa pilosa, S11D.,Canaã dos Carajás,Pará,Brasil, -6.391389
Rugoloa pilosa, road from Macapá to Fazendinha, 8 km S of Macapá.,Macapá,Amapá,Brazil
Rugoloa pilosa,,Bahia,Brasil,,
Rugoloa pilosa, Chácara Caboclo da Mata Virgem (Sr. José Ilton). Trilha para a cachoeira das cobras. Cerrado.,Pirenópolis,Goiás,Brasil, -15.808611
Rugoloa pilosa,Linhares,Espírito Santo,Brasil, -19, -40
Rugoloa pilosa, Fl. Est. Semidecidual, borda de mata. 984 m.,Caratinga,Minas Gerais,Brasil
Rugoloa pilosa, Picada Macieiras.,Resende,Rio de Janeiro,Brazil, -22.4689
Rugoloa pilosa,,Amazonas,Brazil,,
Rugoloa pilosa,Camacan,Bahia,Brasil, -15.391667, -39.565278
Rugoloa pilosa, árvores de grande porte e veget. Rasteira.,Humaitá,Amazonas,Brasil, -7.516667
Rhynchospora nervosa,Santa Luzia do Itanhy,Sergipe,Brasil, -11.378056, -37.424278
Rhynchospora nervosa, foothills of Serra da Lua.,,Roraima,Brasil, 2.42
Rhynchospora nervosa,Itararé,São Paulo,Brasil, -24.11, -49.34
Rhynchospora nervosa,Recife,Pernambuco,Brasil, -8.125, -34.875
Rhynchospora nervosa, CEPEC. IlhÃ©us.,,Bahia,Brasil, -14.771874
Rhynchospora nervosa, in the Paraje of Sibanil Ha',Tenejapa,Chiapas,Mexico,
Rhynchospora nervosa,,Pernambuco,Brazil,,
Rhynchospora nervosa, 2km ao S de Nova Xavantina,Nova Xavantina,Mato Grosso,Brasil, -14.666667
Rhynchospora nervosa,GuaraÃ­,Tocantins,Brasil, -8.93, -48.52
Rhynchospora nervosa, Boa Vista,,Roraima,Brasil,
Rhynchospora nervosa,Cruz das Almas,Bahia,Brasil, -12.6700000762939, -39.1018981933594
Rhynchospora nervosa,Areia Branca,Sergipe,Brasil, -10.7578001022339, -37.315299987793
Rhynchospora nervosa,,,Honduras,,
Rhynchospora nervosa, a 300 metros da estrada vicinal RM 479, na altura do km 1,3.,Uberlândia,Minas Gerais
Rhynchospora nervosa,JUSSARÍ,Bahia,Brasil, -15.1913995742798, -39.4953002929688
Rhynchospora nervosa,Caldas Novas,Goiás,Brasil, -17.7417, -48.625
Rhynchospora nervosa, Fazenda Mocambo,Dom Macedo Costa,Bahia,Brasil, -12.933333
Rhynchospora nervosa,Rodeio,Santa Catarina,Brasil, -26.9238889, -49.4075
Rhynchospora nervosa,MaracanÃ£,ParÃ¡,Brasil, -0.866667, -47.583333
Rhynchospora nervosa, Carvalho.,Monsenhor Gil,Piauí,Brasil, -5.56416988372803
Rhynchospora nervosa, a 30 Km da cidade na segunda entrada da estrada para manso.,Rosário Oeste,Mato Grosso,Brasil, -14.8360996246338
Rhynchospora nervosa,ILHÉUS,Bahia,Brasil, -14.7889003753662, -39.0494003295898
Rhynchospora nervosa, ladeando o barranco,Moreno,Pernambuco,Brasil, -8.11861038208008
Rhynchospora nervosa, campo de cultura de cana em repouso.,Recife,Pernambuco,Brasil, -8.05389022827148
Rhynchospora nervosa,Pinhal,São Paulo,Brasil,,
Rhynchospora nervosa, Córrego do Machado; divisa com a área da UFRB,Cruz das Almas,Bahia,Brasil, -12.6700000762939
Rhynchospora nervosa, próximo ao CCBS/BOTÂNICA.,Campo Grande,Mato Grosso do Sul,Brasil, -20.4428005218506
Rhynchospora nervosa, dominated by Axonopus species, Bulbostylis paradoxa and Curatella americana (the trees and shrubs widely spaced single individuals) and surrounding forest,,Pará,Brazil
Rhynchospora nervosa, Ilha de Santa Catarina.,Florianópolis,Santa Catarina,Brasil, -27.596700668335
Rhynchospora nervosa, el interior con montanas debajo de los 1600 m, laderas cubiertas de bosque y sabanas arboladas, cimas con pastizales. Colectas realizadas en las sabanas arbolada,Prov. Vallegrande,Santa Cruz
Rhynchospora nervosa,Palmas,Tocantins,Brasil, -10.357222, -48.361111
Rhynchospora nervosa,Campos Belos,Goiás,Brasil, -13.0367002487183, -46.7717018127441
Rhynchospora nervosa, ao longo da trilha principal e na saída da mata na estrada que ladeia os campos de pastagem em direção à sede.,Moreno,Pernambuco,Brasil, -8.11861038208008
Rhynchospora nervosa, 17km ao S de Niquelândia,Niquelândia,Goiás,Brasil, -14.4739
Rhynchospora nervosa, Solo arenoso.,Capela,Sergipe,Brasil, -10.532083
Rhynchospora nervosa,5 Km N de San Ramón rumbo a Ascención.,Ñuflo de Chavez,Santa Cruz,Bolívia, -16.204444
Rhynchospora nervosa, Posto de Saúde de Serra Grande (Rua Clarindo laurenço, n° 31).,URUÇUCA,Bahia,Brasil
Rhynchospora nervosa,Nova Mamoré,Rondônia,Brasil, -10.44, -65.16
Rhynchospora nervosa, Mosaic of fallow vegetation types (Capoeira) at engenho Campinas site within the property of Usina São José.,Igarassu,Pernambuco,Brasil, -7.83416986465454
Rhynchospora nervosa,Cáceres,Mato Grosso,Brasil, -16.0706005096436, -57.6789016723633
Rhynchospora nervosa,Asunción Ixtaltepec,Oaxaca,México, 16.697222, -94.879444
Rhynchospora nervosa,João Pessoa,Paraíba,Brasil, -7.115, -34.863056
Rhynchospora nervosa, área do Exército,Rio do Fogo,Rio Grande do Norte,Brasil, -5.27277994155884
Rhynchospora nervosa,PORTO SEGURO,Bahia,Brasil, -16.4496994018555, -39.0647010803223
Rhynchospora nervosa,Malhador,Sergipe,Brasil, -10.3929, -37.1826
Rhynchospora nervosa,Murici,Alagoas,Brasil, -7.229722, -35.888333
Rhynchospora nervosa, Rodovia BR 116.,Pinhais,Paraná,Brasil, -25.4447002410889
Rhynchospora nervosa,Contendas,Minas Gerais,Brasil,,
Rhynchospora nervosa,Cruz das Almas,Bahia,Brasil, -12.6700000762939, -39.1018981933594
Rhynchospora nervosa, Solo arenoso, sapé da Serra de Caldas Novas, a 500 m das piscinas naturais.,Caldas Novas,Goiás
Rhynchospora nervosa,Cruz das Almas,Bahia,Brasil, -12.6700000762939, -39.1018981933594
Rhynchospora nervosa, rua Lorenz.,Indaial,Santa Catarina,Brasil, -26.9236111
Rhynchospora nervosa, vegetação rasteira.,Indiaroba,Sergipe,Brasil, -11.519444
Rhynchospora nervosa,Barroso,Minas Gerais,Brasil, -21.1868991851807, -43.9757995605469
Rhynchospora nervosa, Rio Madeira. Road Humaitá to Labrea, km 20. Open grassy savanna.,,Amazonas,Brazil
Rhynchospora nervosa,São Luís,Maranhão,Brasil, -2.551861, -44.305417
Rhynchospora nervosa,Itabaianinha,Sergipe,Brasil, -11.273889, -37.79
Rhynchospora nervosa,SANTO ANTONIO DE JESUS,Bahia,Brasil, -12.968889, -39.261389
Rhynchospora nervosa,João Pessoa,Paraíba,Brasil, -7.115, -34.863056
Rhynchospora nervosa, ca. 41 Km de São Félix do Araguaia. Savana arborizada (campo cerrado), com árvores e arbustos concentrados sobre murunduns.,São Félix do Araguaia,Mato Grosso,Brasil
Rhynchospora nervosa,Capela,Sergipe,Brasil, -10.5032997131348, -37.0527992248535
Rhynchospora nervosa,Cabo de Santo Agostinho,Pernambuco,Brasil, -8.28666973114014, -35.0349998474121
Rhynchospora nervosa,Ilhéus,Bahia,Brasil, -14.783333, -39.05
Rhynchospora nervosa,Uberlândia,Minas Gerais,Brasil, -18.9186000823975, -48.2771987915039
Rhynchospora nervosa,,Mato Grosso,Brasil,,
Rhynchospora nervosa, 4,5km da estrada de Piatã para Catolês,Catoles,Bahia,Brasil
Rhynchospora nervosa, km 22 da Rodovia IlhÃ©us/Itabuna (BR-415). Quadra D.,IlhÃ©us,Bahia,Brasil, -14.7739696
Rhynchospora nervosa,,AmapÃ¡,Brasil,,
Rhynchospora nervosa,Nepomuceno,Minas Gerais,Brasil, -21.2357997894287, -45.2358016967773
Rhynchospora nervosa,Alagoinhas,Bahia,Brasil, -12.069722, -38.335833
Rhynchospora nervosa,Rio Formoso,Pernambuco,Brasil, -8.66361045837402, -35.1585998535156
Rhynchospora nervosa,Oeiras,Piauí,Brasil, -7.0252799987793, -42.1310997009277
Rhynchospora nervosa,ALVORADA DO NORTE,GO,Brasil, -14.525, -46.728611
Rhynchospora nervosa, canteiro de obras da AHE Jirau (ensecadeira defletora).,PORTO VELHO,RO,Brasil, -9.2888888
Rhynchospora nervosa, grupos de arvores, ou campo limpo. Em todos os camops pesquisados. Coord: (7º 31' lat.); (63º 10' Long.).,,Amazonas,Brazil
Rhynchospora nervosa, proximo a hospedaria.,ILHÉUS,Bahia,Brasil, -14.7889003753662
Rhynchospora nervosa,Cáceres,Mato Grosso,Brasil, -16.0706005096436, -57.6789016723633
Rhynchospora nervosa,Siriri,Sergipe,Brasil, -10.604167, -37.1125
Rhynchospora nervosa, com afloramento rochoso,São Cristóvão,Sergipe,Brasil, -11.014722
Rhynchospora nervosa, Bairro Cavalhada. West of the Escola Adventista.,Cáceres,Mato Grosso,Brasil, -16.066667
Rhynchospora nervosa,Brasília,Distrito Federal,Brasil, -15.312, -47.5812
Rhynchospora nervosa,Ilhéus,Bahia,Brazil, -14.7889003753662, -39.0494003295898
Rhynchospora nervosa,São Francisco do Conde,Bahia,Brasil, -12.6274995803833, -38.6800003051758
Rhynchospora nervosa,,Roraima,Brasil,,
Rhynchospora nervosa,Mossâmedes,Goiás,Brasil, -16.1266994476318, -50.2150001525879
Rhynchospora nervosa,Ilhéus,Bahia,Brasil, -14.7889003753662, -39.0494003295898
Rhynchospora nervosa,Juiz de Fora,Minas Gerais,Brasil, -21.7642002105713, -43.3502998352051
Rhynchospora nervosa,Sapeaçu,Bahia,Brasil, -12.727499961853, -39.1819000244141
Rhynchospora nervosa,,Rio de Janeiro,Brasil,,
Rhynchospora nervosa, Caminho para o Rio Água Suja.,Rio de Contas,Bahia,Brasil, -14.35
Rhynchospora nervosa, Km 22 rodovia IlhÃ©us/Itabuna - BR 415. Crescendo no gramdo prÃ³ximo Ã  hodpedaria do CEPEC.,IlhÃ©us,Bahia,Brasil, -14.78
Rhynchospora nervosa,Oeiras,Piauí,Brasil, -7.0252799987793, -42.1310997009277
Rhynchospora nervosa,,Bahia,Brazil,,
Rhynchospora nervosa,Ilhéus,Bahia,Brasil, -14.783333, -39.05
Rhynchospora nervosa,Uberlândia,Minas Gerais,Brasil, -18.9186000823975, -48.2771987915039
Rhynchospora nervosa,Ingaí,Minas Gerais,Brasil, -21.4011001586914, -44.9171981811523
Rhynchospora nervosa,Palmas,Tocantins,Brasil, -10.375833, -48.198056
Rhynchospora nervosa,Mar Vermelho,Alagoas,Brasil, -9.44750022888184, -36.3880996704102
Rhynchospora nervosa,São Cristovão,Sergipe,Brasil, -11.0146999359131, -37.2064018249512
Rhynchospora nervosa,Sucre,Bolívar,Venezuela,,
Rhynchospora nervosa,Cruz das Almas,Bahia,Brasil, -12.666667, -39.1
Rhynchospora nervosa, Pinus, and Liquidambar at Clínica Yerba Buena, 2 km northwest of Pueblo Nuevo Solistahuacán,Pueblo Nuevo Solistahuacán,Chiapas
Rhynchospora nervosa, No entorno da caverna.,Divina Pastora,Sergipe,Brasil, -10.68851
Rhynchospora nervosa,Joinville,SC,Brasil, -26.3043994903564, -48.8456001281738
Rhynchospora nervosa,MINACU,GO,Brasil, -13.8, -48.28333
Rhynchospora nervosa, Próximo do departamento de Eng. Florestal.,São Cristóvão,Sergipe,Brasil, -10.921189
Rhynchospora nervosa, entre o Centro de Arquitetura e Urbanismo e o Centro de Desportos, próximo à Rua Deputado Antônio Edu Vieira, no Campus da Universidade Federal de Santa Catarina. Ilha de Santa Catarina.,Florianópolis,Santa Catarina
Rhynchospora nervosa, km 13, a partir da entrada da Fazenda Vale das Araras.,COLINAS DO SUL,GO,Brasil
Rhynchospora nervosa,Cruz das Almas,Bahia,Brasil, -12.6700000762939, -39.1018981933594
Rhynchospora nervosa,São Miguel Arcanjo,São Paulo,Brazil, -23.8700008392334, -47.9900016784668
Rhynchospora nervosa,Igarassu,Pernambuco,Brasil, -7.8102777778, -34.4569444444
Rhynchospora nervosa,Estreito,São Paulo,Brasil,,
Rhynchospora nervosa,Matriz do Camaragibe,Alagoas,Brasil,,
Rhynchospora nervosa,,,?,,
Rhynchospora nervosa,,Rondônia,Brasil,,
Rhynchospora nervosa,Campo Grande,Mato Grosso do Sul,Brasil, -20.50925, -54.613389
Rhynchospora nervosa, Fazenda Maju. Área de loteamento,São Sebastião do Passé,Bahia,Brasil, -12.521389
Rhynchospora nervosa, 14 Km from Rio Branco. Disturbed primary forest. By roadside & in pastures.,,Acre,Brasil,
Rhynchospora nervosa,Paulista,Pernambuco,Brasil, -7.94083023071289, -34.8731002807617
Rhynchospora nervosa, Serra do Quilombo, at highway Cáceres-Cuiabá km 23; Chalkstone minery CAMIL.,Cáceres,Mato Grosso,Brasil
Rhynchospora nervosa, km 22 da Rodovia Ilhéus/Itabuna (BR-415). Quadra C.,Ilhéus,Bahia,Brasil, -14.771874
Rhynchospora nervosa,MARAÚ,Bahia,Brasil, -14.128611, -39.0025
Rhynchospora nervosa, ca. 2.5 km W. of Cantoni,,Minas Gerais,Brasil, -17.57
Rhynchospora nervosa,Uberlândia,Minas Gerais,Brasil, -18.9186000823975, -48.2771987915039
Rhynchospora nervosa,,AmapÃ¡,Brasil,,
Rhynchospora nervosa, açude.,Cabo de Santo Agostinho,Pernambuco,Brasil, -8.28666973114014
Rhynchospora nervosa,São Luis,Maranhão,Brasil, -2.531833, -44.4025
Rhynchospora nervosa, Próximo ao lago do IFES.,São Cristóvão,Sergipe,Brasil, -11.014722
Rhynchospora nervosa, Fazenda Pé de Serra.,Mucugê,Bahia,Brasil, -13.0052995681763
Rhynchospora nervosa,Ilhéus,Bahia,Brasil, -14.7809357, -39.0789807
Rhynchospora nervosa, caminho até a represa.,Ilhéus,Bahia,Brasil, -14.7889003753662
Rhynchospora nervosa,Cavalcante,Goiás,Brasil, -13.666833, -47.801167
Rhynchospora nervosa, Borda direita da vereda 2.,Uberlândia,Minas Gerais,Brasil, -18.9186000823975
Rhynchospora nervosa,Apiúna,Santa Catarina,Brasil, -27.1036111, -49.4547222
Rhynchospora nervosa, 6.2mi N of Metapan along Hwy 12,,Santa Ana,El Salvador,
Rhynchospora nervosa, Parque Castelo Branco.,Curitiba,Paraná,Brasil, -25.4277992248535
Rhynchospora nervosa,,Bahia,Brasil,,
Rhynchospora nervosa, No entorno da Caverna Vassouras,Divina Pastora,Sergipe,Brasil, -10.412
Rhynchospora nervosa, Projeto Parajú II, parcela nº 1,Eunápolis,Bahia,Brasil
Rhynchospora nervosa, Jardim da Administração do Parque. Vegetação predominante na área grama babatais,Brasília,Distrito Federal,Brasil, -15.44025
Rhynchospora nervosa,,Roraima,Brazil,,
Rhynchospora nervosa,BR -364.,Cuiabá,Mato Grosso,Brasil, -15.5960998535156
Rhynchospora nervosa,Guarapari,Espírito Santo,Brasil, -20.659167, -40.471667
Rhynchospora nervosa,Entre Rios,Bahia,Brazil, -11.9419002532959, -38.084400177002
Rhynchospora nervosa,Goianinha,Rio Grande do Norte,Brasil, -6.266667, -35.209722
Rhynchospora nervosa,Costa Marques,RondÃ#?#nia,Brasil, -12.4449996948242, -64.2272033691406
Rhynchospora nervosa,Aramari,Bahia,Brasil, -12.0817, -38.4992
Rhynchospora nervosa,ILHÉUS,Bahia,Brasil, -14.783333, -39.05
Rhynchospora nervosa,Paulo Lopes,SC,Brasil, -27.893333, -48.8725
Rhynchospora nervosa, 10km ao S de Cavalcante,Cavalcante,Goiás,Brasil, -13.7975
Rhynchospora nervosa,Ritápolis,Minas Gerais,Brasil, -21.021900177002, -44.3180999755859
Rhynchospora nervosa,Fortaleza,Ceará,Brasil, -3.71722006797791, -38.543098449707
Rhynchospora nervosa, Área do Exécito,Rio do Fogo,Rio Grande do Norte,Brasil, -5.27278
Rhynchospora nervosa,Alagoinhas,Bahia,Brasil, -12.1356, -38.4192
Rhynchospora nervosa, canteiro de obras da AHE Jirau (ensecadeira defletora).,Porto Velho,RondÃ#?#nia,Brasil, -9.2889
Rhynchospora nervosa, Mpio. de Cabo, suburbs of Recife. At the small farm. Wet place.,,Pernambuco,Brazil
Rhynchospora nervosa,Riachão do Dantas,Sergipe,Brasil, -11.0689001083374, -37.7249984741211
Rhynchospora nervosa,Campo Largo,Paraná,Brasil, -25.4585990905762, -49.5283012390137
Rhynchospora nervosa,Fortaleza,Ceará,Brasil, -3.71722006797791, -38.543098449707
Rhynchospora nervosa,,,Venezuela,,
Rhynchospora nervosa,Uiramutã,Roraima,Brasil, 4.59556007385254, -60.1678009033203
Rhynchospora nervosa, entre a Sede do Parque e a Ponta da Ilha.,Lagoa da Confusão,Tocantins,Brasil, -10.113611
Rhynchospora nervosa,São Luís,Maranhão,Brasil, -2.551861, -44.305417
Rhynchospora nervosa, 9km ao S de Teresina de Goiás,Teresina de Goiás,Goiás,Brasil, -13.7764
Rhynchospora nervosa, foothills of Serra da Lua.,,Roraima,Brazil, 2.4166667
