Nome aceito,Cidade,Estado,País,Latitude,Longitude
Rugoloa pilosa,Londrina,Paraná,Brazil, -23.3103, -51.1628
Rugoloa pilosa,LINHARES,ES,BRASIL, -19.151667, -40.059722
Rugoloa pilosa,,São Paulo,Brazil, -23.5, -45
Rugoloa pilosa, trilha da torre.,Camacan,Bahia,Brasil, -15.391667
Rugoloa pilosa,Santa Terezinha,Bahia,Brasil, -12.854444, -39.475833
Rugoloa pilosa,Aguiarnópolis,Tocantins,Brasil, -6.483333, -47.466667
Rugoloa pilosa,Campo Mourão,PR,Brasil, -24.105417, -52.322694
Rugoloa pilosa,São Mateus do Sul,Paraná,Brasil, -25.8742008209229, -50.3828010559082
Rugoloa pilosa,Sinop,Mato Grosso,Brasil, -11.601389, -55.4275
Rugoloa pilosa,Santana do Araguaia,Pará,Brazil, -8.75, -50.4166667
Rugoloa pilosa, Rodovia BR 174, km. 64, then 23 km. east on ZF3, Fazebda Esteio.,Manaus
Rugoloa pilosa, ramal ca. 22,4 km de Arataca," com entrada no assentamento Sto. Antônio. RPPN ""Caminho das Pedras"". Trilha até Mormaço.",arataca,Bahia
Rugoloa pilosa, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais
Rugoloa pilosa,,Roraima,Brazil, 2.7, -63.55
Rugoloa pilosa, Caxetal. Margem do Ribeirão (condição aluvial).,Pariquera-Açu,São Paulo,Brazil, -24.666667
Rugoloa pilosa, cachoeira de Tijuípe. Mata Atlântica, trilha para a cachoeira.,Itacaré,Bahia,Brasil
Rugoloa pilosa,,Minas Gerais,Brazil,,
Rugoloa pilosa, between mouths of Rio Iá and Rio Maturacá.,,Amazonas,Brazil,
Rugoloa pilosa, ca. 35 km. N.E. of Formosa.,,Goiás,Brazil,
Rugoloa pilosa, No entorno da Caverna Casa do Caboclo,Japaratuba,Sergipe,Brasil, -10.3757
Rugoloa pilosa,Belém,Pará,Brasil, -1.445414, -48.466711
Rugoloa pilosa, Borda da trilha no interior da mata.,Quebrangulo,Alagoas,Brasil, -9.255
Rugoloa pilosa,São José dos Pinhais,Paraná,Brazil, -25.5347003936768, -49.2064018249512
Rugoloa pilosa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.,Ariquemes,Rondônia
Rugoloa pilosa,Ituberá,Bahia,Brasil, -13.782778, -39.172222
Rugoloa pilosa,,São Paulo,Brazil,,
Rugoloa pilosa, Picada Três Picos.,Resende,Rio de Janeiro,Brazil, -22.4689
Rugoloa pilosa,Linhares,Espírito Santo,Brasil, -19.3910999298096, -40.0722007751465
Rugoloa pilosa, Parque Estadual das Fontes do Ipiranga.,São Paulo,São Paulo,Brazil, -23.54
Rugoloa pilosa,POCONE,MT,Brasil, -16.2567005157471, -56.6227989196777
Rugoloa pilosa, Floresta Ombrófila Densa. Restinga mais preservada.,Iguape,São Paulo,Brazil, -24.783333
Rugoloa pilosa,Caetité,Bahia,Brasil, -14.0693998336792, -42.4749984741211
Rugoloa pilosa,Belém,Pará,Brazil, -1.45583, -48.5044
Rugoloa pilosa, Km 16 da rod. Ilhéus/Itabuna.,Ilhéus,Bahia,Brasil, -14.8
Rugoloa pilosa,Cabedelo,Paraíba,Brasil, -6.981111, -34.833889
Rugoloa pilosa,LINHARES,ES,BRASIL, -19.3910999298096, -40.0722007751465
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.560278, -41.403056
Rugoloa pilosa, Tigipio.,Recife,Pernambuco,Brazil, -8.05389
Rugoloa pilosa, Martins Pinheiro.,,Pará,Brazil,
Rugoloa pilosa, Trilha do Poço Preto,Foz do Iguaçu,Paraná,Brasil, -25.5478000640869
Rugoloa pilosa,Serra,Espírito Santo,Brasil, -20.1285991668701, -40.3078002929688
Rugoloa pilosa,caatiba,Bahia,Brasil, -15.120278, -40.140278
Rugoloa pilosa, ao lado do Mercado Municipal.,TARAUACA,AC,Brasil, -8.16139030456543
Rugoloa pilosa,Garuva,Santa Catarina,Brazil, -26.0266990661621, -48.8549995422363
Rugoloa pilosa,Juiz de Fora,Minas Gerais,Brasil, -21.7642002105713, -43.3502998352051
Rugoloa pilosa,UBATUBA,SP,Brasil, -23.4300003051758, -45.0699996948242
Rugoloa pilosa, caminho para Sítio do Conde.,Esplanada,Bahia,Brasil, -11.759167
Rugoloa pilosa, em abiente seco, excelente forrageira,POCONE,MT,Brasil
Rugoloa pilosa, trilha do Guigó,Igrapiúna,Bahia,Brasil, -13.8216
Rugoloa pilosa,,Paraná,Brazil,,
Rugoloa pilosa,BOA VISTA,RR,Brasil, 2.81972002983093, -60.6733016967773
Rugoloa pilosa,Tefé,Amazonas,Brasil, -3.35417008399963, -64.7114028930664
Rugoloa pilosa, km 2.,HUMAITA,AM,Brasil, -7.5166666
Rugoloa pilosa,,Maranhão,Brazil,,
Rugoloa pilosa,Cabedelo,Paraíba,Brasil, -6.981111, -34.833889
Rugoloa pilosa, a 74 km de Tuntum.,Tuntum,Maranhão,Brazil, -5.25806
Rugoloa pilosa,Juiz de Fora,Minas Gerais,Brasil, -21.7642002105713, -43.3502998352051
Rugoloa pilosa,Poconé,Mato Grosso,Brazil, -16.2567, -56.6228
Rugoloa pilosa, APA do Pratigi, descida da parcela 3, antes do córrego 01;,Ibirapitanga,Bahia
Rugoloa pilosa,,Roraima,Brazil, 2.8333333, -60.6666667
Rugoloa pilosa,Niquelândia,Goiás,Brazil, -14.4739, -48.4597
Rugoloa pilosa, then 6.8 km E on road to Embratel Tower Reserva Municipal Cachoeira do Pau.,Ibirapitanga,Bahia,Brazil, -13.8908333
Rugoloa pilosa,São josé de Ribamar,Maranhão,Brasil, -2.463611, -44.181778
Rugoloa pilosa,,Pará,Brazil, -2.4430555, -54.7083333
Rugoloa pilosa,Sinop,Mato Grosso,Brasil, -11.601389, -55.4275
Rugoloa pilosa,Serra,Espírito Santo,Brasil, -20.1285991668701, -40.3078002929688
Rugoloa pilosa,ALTO PARAISO DE GOIAS,GO,Brasil, -14.163333, -47.593055
Rugoloa pilosa, Martins Pinheiro.,,Pará,Brazil,
Rugoloa pilosa,Sucupira do Riachão,Maranhão,Brasil, -6.608056, -43.4
Rugoloa pilosa,Ibirapitanga,Bahia,Brasil, -14.1641998291016, -39.3736000061035
Rugoloa pilosa,Balneário Camboriú,Santa Catarina,Brasil, -26.9906005859375, -48.6347007751465
Rugoloa pilosa, N7.,Parauapebas,Pará,Brasil, -6.1025
Rugoloa pilosa, CENARGEN e Assembléia Legislativa.,BRASILIA,DF,Brasil, -15.833333
Rugoloa pilosa, Br 116, Km 308,Guaíba,RS,Brasil
Rugoloa pilosa, Nova Esperança.,,Maranhão,Brazil, -2.9166667
Rugoloa pilosa,Wenceslau Guimarães,Bahia,Brasil, -13.575611, -39.655694
Rugoloa pilosa, Maria Coelho.,CORUMBA,MS,Brasil, -19.0091991424561
Rugoloa pilosa,início da trillha para opico campuã,Campina Grande do Sul,PR,Brasil, -25.257778
Rugoloa pilosa, margem esquerda ao Sul da Mineração Rio-Norte.,Oriximiná,Pará,Brazil, -1.76556
Rugoloa pilosa, south of Petropolis, Serra do Mar.,,Rio de Janeiro,Brazil
Rugoloa pilosa, 13 km após S. Rosa.,SANTA ROSA,RS,Brasil, -27.8708000183105
Rugoloa pilosa,PORTO CALVO,AL,Brasil, -9.04500007629395, -35.3983001708984
Rugoloa pilosa, Parque 10.,Manaus,Amazonas,Brazil, -3.10194
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.560278, -41.403056
Rugoloa pilosa, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 72, depois 6 km oeste da BR, Fazenda Dimona. Projeto Dinâmica Biológica de Fragmentos Florestais
Rugoloa pilosa, II, III.,,Roraima,Brazil
Rugoloa pilosa, próximo à Estrada Saraiva,São Bento do Sul,Santa Catarina,Brasil, -26.282203
Rugoloa pilosa,,Pernambuco,Brazil,,
Rugoloa pilosa, Parque Nacional do Descobrimento. Borda da Mata,Prado,Bahia,Brasil, -17.183333
Rugoloa pilosa, estrada intermediária, km 30, borda da mata,CARAGUATATUBA,SP
Rugoloa pilosa, entre a lagoa e a rodovia SC - 458, cerca de 15 km de A. Garibaldi.,Anita Garibaldi,Santa Catarina,Brasil
Rugoloa pilosa,Brotas de Macaúbas,Bahia,Brazil, -11.9989, -42.6258
Rugoloa pilosa,Blumenau,Santa Catarina,Brasil, -26.905278, -49.078889
Rugoloa pilosa,Borba,Amazonas,Brazil, -4.3833333, -59.5833333
Rugoloa pilosa,Vera Cruz,Bahia,Brasil, -13.083333, -38.784167
Rugoloa pilosa,CAVALCANTE,GO,Brasil, -13.41056, -48.11389
Rugoloa pilosa,Campo do Tenente,Paraná,Brasil, -26.0052, -49.7562
Rugoloa pilosa, caminho para Sítio do Conde, Fazenda Chapada,Esplanada,Bahia,Brasil
Rugoloa pilosa, e Gruta do Minotauro, altitude de 820 m. Vegetação secundária de Floresta Ombròfila Densa Montana com intensa exploração (área total), poém com trechos mais preservados sobre rochas cársticas (calcáreas).,Ribeirão Grande,São Paulo
Rugoloa pilosa,TENENTE PORTELA,RS,Brasil, -27.3710994720459, -53.75830078125
Rugoloa pilosa,DIAMANTINA,MG,Brasil, -18.2493991851807, -43.6002998352051
Rugoloa pilosa,,Roraima,Brazil, 3.75, -61.75
Rugoloa pilosa, Paiquerê,Londrina,Paraná,Brasil, -23.540833
Rugoloa pilosa, próximo do rio Jaramacarú.,Óbidos,Pará,Brazil, -1.9175
Rugoloa pilosa,Poconé,Mato Grosso,Brazil, -16.2567, -56.6228
Rugoloa pilosa, Racha Placa.,Canaã dos Carajás,Pará,Brasil, -6.431667
Rugoloa pilosa, Ambiente lótico pedregoso com presença de serrapilheira as margens - 2 m de largura e 0,01 m de profundidade.,Areia Branca,Sergipe,Brasil
Rugoloa pilosa,Viçosa,Minas Gerais,Brazil, -20.7539, -42.8819
Rugoloa pilosa,Alcântara,Maranhão,Brasil, -2.412944, -44.400472
Rugoloa pilosa,Tibagi,Paraná,Brasil, -24.5093994140625, -50.4136009216309
Rugoloa pilosa, Curatella, Hancornia speciosa) and adjoining gallery forest.,,Pará,Brazil
Rugoloa pilosa,,Mato Grosso,Brazil,,
Rugoloa pilosa, Rio Xingu.,,Pará,Brazil,
Rugoloa pilosa,Laranjeiras,Sergipe,Brasil, -10.806389, -37.169722
Rugoloa pilosa,Reserva do Iguaçu,PR,Brasil, -25.950472, -51.8395
Rugoloa pilosa,Piraquara,PR,Brasil, -22.79, -45.313889
Rugoloa pilosa, Porto Trombetas, Mina Saracá e Adjacências.,Oriximiná,Pará,Brasil
Rugoloa pilosa,,Mato Grosso,Brazil,,
Rugoloa pilosa, Mata do Buraquinho.,João Pessoa,Paraíba,Brasil, -7.115
Rugoloa pilosa," a tributary of ""Corrente"".",São Raimundo das Mangabeiras,Maranhão,Brazil, -7.0833333
Rugoloa pilosa, a 74 km de Tuntum.,Tuntum,Maranhão,Brazil, -5.25806
Rugoloa pilosa,Balneário Camboriú,Santa Catarina,Brasil, -26.9906005859375, -48.6347007751465
Rugoloa pilosa, Mata da vila 5.,Igrapiúna,Bahia,Brasil, -13.816667
Rugoloa pilosa, próximo à alternativa 4, cerca de 5,7 km da estrada que liga a obra da UHE Corumbá a Caldas Novas.,CALDAS NOVAS,GO
Rugoloa pilosa,São Cristóvão,Sergipe,Brasil, -11.513091, -37.571094
Rugoloa pilosa, Entre Rios - Esplanada, km 56.,ENTRE RIOS,BA,Brasil
Rugoloa pilosa, mata do eixo da barragem.,ANANAS,TO,Brasil, -6.1433333
Rugoloa pilosa,7 km de Barro Preto, na estrada que passa pela fazenda São Miguel. Trilha para o topo da serra.,Barro Preto,Bahia,Brasil
Rugoloa pilosa, Paulo Lopes.,,Santa Catarina,Brazil,
Rugoloa pilosa,Conceição do Araguaia,Pará,Brasil, -8.222222, -49.366667
Rugoloa pilosa, Lagoa Azul,Céu Azul,PR,Brasil, -25.15625
Rugoloa pilosa,Apuarema,Bahia,Brasil, -13.872444, -39.666667
Rugoloa pilosa, Trilha para a Gruta dos Macacos.,Rio Preto,Minas Gerais,Brasil, -22.0891990661621
Rugoloa pilosa,8 Km do entroncamento da BR-316 para Vígia.,,,Brasil, -1.01667
Rugoloa pilosa,Nova Venécia,Espírito Santo,Brasil, -18.710599899292, -40.4006004333496
Rugoloa pilosa, N6.,Parauapebas,Pará,Brasil, -6.101944
Rugoloa pilosa,BOCA DO ACRE,AM,Brasil, -8.5666666, -67.466666
Rugoloa pilosa, outskirts of town along road 2 km. west of town.,Conceição do Araguaia,Pará,Brazil, -8.25
Rugoloa pilosa, Reserva Biológica de Mogi Guaçu, Gleba B.,Mogi Guaçu,São Paulo,Brasil
Rugoloa pilosa,,Mato Grosso,Brazil,,
Rugoloa pilosa, Belém-Brasília.,,Pará,Brazil,
Rugoloa pilosa," Trilha ""C"".",BELO HORIZONTE,MG,Brasil, -19.9207992553711
Rugoloa pilosa,,Pará,Brazil, -0.95, -54.9166667
Rugoloa pilosa, km 51.,PIRACURUCA,PI,Brasil, -4.08333
Rugoloa pilosa,Camaçari,Bahia,Brasil, -12.483333, -38.3
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.560278, -41.403056
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.560278, -41.403056
Rugoloa pilosa, aproximadamente 5 km da barragem Santa Maria.,BRASILIA,DF,Brasil, -15.6525
Rugoloa pilosa,Una,Bahia,Brazil, -15.15, -39.0833333
Rugoloa pilosa,Wenceslau Guimarães,Bahia,Brasil, -13.583333, -39.729667
Rugoloa pilosa,Varzedo,Bahia,Brasil, -12.952222, -39.390833
Rugoloa pilosa, Cachoeira da Pancada Grande, Trilha Corte Alto, na área do Seringal.,Igrapiúna,Bahia
Rugoloa pilosa,Andaraí,Bahia,Brasil, -12.892778, -41.315556
Rugoloa pilosa, Rio Cururú. Ca. 5 km SE of Missão Cururú.,,Pará,Brazil, -7.5833333
Rugoloa pilosa,Santa Teresa,Espírito Santo,Brasil, -19.9356002807617, -40.6002998352051
Rugoloa pilosa, à beira do ribeirão Varanal,Telêmaco Borba,Paraná,Brasil, -24.33325
Rugoloa pilosa,,Bahia,Brazil, -10.2666667, -41.3833333
Rugoloa pilosa, rodovia SP 79, após a saída da cidade em direçao a Juquia, lado esquerdo. Propriedade da Sao José Administraçao e Matérias Primas.,Tapiraí,São Paulo
Rugoloa pilosa, DF-130, km. 38.,,Distrito Federal,Brazil
Rugoloa pilosa,Caetité,Bahia,Brasil, -14.0693998336792, -42.4749984741211
Rugoloa pilosa, junto à foz do córrego Bálsamo. Futuro lago da UHE - Corumbá.,CALDAS NOVAS,GO,Brasil, -17.93333
Rugoloa pilosa,Iúna,Espírito Santo,Brasil, -20, -41
Rugoloa pilosa,,Espírito Santo,Brazil,,
Rugoloa pilosa, Na trilha.,Juiz de Fora,Minas Gerais,Brasil, -21.7642002105713
Rugoloa pilosa, near the mouth of the Rio de Contas.,Itacaré,Bahia,Brazil, -14.3
Rugoloa pilosa, N3.,Parauapebas,Pará,Brasil, -6.105556
Rugoloa pilosa, rio Mucambinho.,PALMEIROPOLIS,TO,Brasil, -13.022222
Rugoloa pilosa, Custódio, margem do Córrego Domingos,Ouro Preto,Minas Gerais,Brasil
Rugoloa pilosa,,Ceará,Brazil,,
Rugoloa pilosa, ca 2 km. da cidade; Fazenda Macaco. Folha Uruaçú SD-22-Z-B.,Uruaçu,Goiás,Brazil, -14.4763889
Rugoloa pilosa,Ñuflo de Chavez,Santa Cruz,Bolivia, -16.582, -62.9037
Rugoloa pilosa, ca. 30 km. S.E. of Goiás Velho.,,Goiás,Brazil,
Rugoloa pilosa,JUIZ DE FORA,MG,Brasil, -21.7642002105713, -43.3502998352051
Rugoloa pilosa,DIAMANTINA,MG,Brasil, -18.2493991851807, -43.6002998352051
Rugoloa pilosa, Mina Saracá e Adjacência.,Oriximiná,Pará,Brasil, -1.76556003093719
Rugoloa pilosa,LINHARES,ES,BRASIL, -19.3910999298096, -40.0722007751465
Rugoloa pilosa, Picada Três Picos.,Resende,Rio de Janeiro,Brazil, -22.4689
Rugoloa pilosa, Trilha do Poço Preto,Foz do Iguaçu,Paraná,Brasil, -25.5478000640869
Rugoloa pilosa, S11C.,Canaã dos Carajás,Pará,Brasil, -6.403333
Rugoloa pilosa,Caldas Novas,Goiás,Brazil, -17.9, -48.5
Rugoloa pilosa,,Minas Gerais,Brasil,,
Rugoloa pilosa, Curitiba.,Curitiba,Paraná,Brasil, -25.4277992248535
Rugoloa pilosa,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Rugoloa pilosa,,Goiás,Brazil,,
Rugoloa pilosa,CAPARAO,MG,Brasil, -20.523099899292, -41.9043998718262
Rugoloa pilosa,,Pará,Brazil, -3.9166667, -49.7333333
Rugoloa pilosa,Cachoeira,Bahia,Brasil, -12.6183004379272, -38.9557991027832
Rugoloa pilosa,São José de Ribamar,Maranhão,Brasil, -2.644472, -44.139722
Rugoloa pilosa,Ituberá,Bahia,Brasil, -13.816667, -39.133333
Rugoloa pilosa, Estação Experimental do Dendê,Valença,Bahia,Brasil, -13.366667
Rugoloa pilosa,CORUMBA,MS,Brasil, -19.0091991424561, -57.6533012390137
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.560278, -41.403056
Rugoloa pilosa,LINHARES,ES,BRASIL, -19.3910999298096, -40.0722007751465
Rugoloa pilosa, 1.7 km beyond Cidade Nova; Elevation less than 100 m; 3º07'S; 58º59'W.,,Amazonas,Brazil, -3.1166667
Rugoloa pilosa,,Goiás,Brazil,,
Rugoloa pilosa, Caminho dos Jesuítas,Morretes,Paraná,Brazil, -25.331778
Rugoloa pilosa, próximo à alternativa 4, cerca de 5,7 km da estrada que liga a obra da UHE Corumbá a Caldas Novas.,CALDAS NOVAS,GO
Rugoloa pilosa, 17 km south of Ligação, near kilometer marker 1509.,Paragominas,Pará,Brazil
Rugoloa pilosa,7 Km de Barro Preto, na estrada que passa pela fazenda São Miguel. Trilha para o topo da serra.,Barro Preto,Bahia,Brasil
Rugoloa pilosa,Loreto,Maranhão,Brazil, -7.5, -45.05
Rugoloa pilosa, Borda de uma formação de floresta estacional estabelecida em terreno mais ou menos plano com declividade leve. Ocorrendo várias espécies pioneiras.,Itaúba,Mato Grosso,Brasil, -10.975444
Rugoloa pilosa,,Santa Catarina,Brazil,,
Rugoloa pilosa, Próximo a casa sede.,Juiz de Fora,Minas Gerais,Brasil, -21.7642002105713
Rugoloa pilosa, between Calçoene and Rio Amapá Grande, ca. 35 km S of Calçoene.,Calçoene,Amapá,Brazil
Rugoloa pilosa,Ibiúna,São Paulo,Brazil, -23.65, -47.22
Rugoloa pilosa, Boca da Mata.,,Roraima,Brazil,
Rugoloa pilosa,Areia Branca,Sergipe,Brasil, -10.4107, -37.253
Rugoloa pilosa, road Cruzeiro do Sul-Japiim to Vila Maita.,Cruzeiro do Sul,Acre,Brazil, -7.63111
Rugoloa pilosa,São José de Ribamar,Maranhão,Brasil, -2.473056, -44.053833
Rugoloa pilosa, Borda da trilha no interior da mata.,Quebrangulo,Alagoas,Brasil, -9.255
Rugoloa pilosa,Manaus,Amazonas,Brazil, -2.88611, -59.96944
Rugoloa pilosa,Baía da Traição,Paraíba,Brasil, -6.688333, -34.935556
Rugoloa pilosa, Reserva Ecológica de Michelin. Mata de Pancagê, ca. 18 km do CEB. Trilha da Mata Boa.,Igrapiúna,Bahia,Brasil
Rugoloa pilosa, trilha da torre.,Camacan,Bahia,Brasil, -15.391667
Rugoloa pilosa,Guaramiranga,Ceará,Brasil, -4.208333, -38.973889
Rugoloa pilosa,,Paraná,Brazil,,
Rugoloa pilosa,Dom Macedo Costa,Bahia,Brasil, -12.9049997329712, -39.1925010681152
Rugoloa pilosa,Curitiba,Paraná,Brasil, -25.4489, -49.2385
Rugoloa pilosa,,Rio de Janeiro,Brazil,,
Rugoloa pilosa, 16.2 km W of Itanhém on road to Batinga, then 0.6 km N to Fazenda (owner Otevaldo Resende da Silva).,Itanhém,Bahia,Brazil
Rugoloa pilosa,LONDRINA,PR,Brasil, -23.540833, -50.975555
Rugoloa pilosa,Linhares,Espírito Santo,Brasil, -19.3910999298096, -40.0722007751465
Rugoloa pilosa,São Luís,Maranhão,Brasil, -2.463611, -44.181778
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.566667, -41.383333
Rugoloa pilosa, Goiás in valley of Rio Maranhão.,,Goiás,Brazil,
Rugoloa pilosa,Parauapebas,Pará,Brasil, -6.289444, -50.336944
Rugoloa pilosa,João Pessoa,Paraíba,Brasil, -7.115, -34.863056
Rugoloa pilosa,,Rondônia,Brazil,,
Rugoloa pilosa,Caldas Novas,Goiás,Brazil, -17.9, -48.5
Rugoloa pilosa,,Amazonas,Brazil, -7.5, -70.25
Rugoloa pilosa,Juiz de Fora,Minas Gerais,Brasil, -21.7642002105713, -43.3502998352051
Rugoloa pilosa,Guarulhos,São Paulo,Brasil, -23.399889, -46.463583
Rugoloa pilosa,Paranaguá,Paraná,Brazil, -25.5200004577637, -48.5092010498047
Rugoloa pilosa,Conceição da Barra,Espírito Santo,Brasil, -18.5932998657227, -39.7322006225586
Rugoloa pilosa, 10 km. W of Olivença.,Ilhéus,Bahia,Brazil, -15
Rugoloa pilosa, trilha da torre.,Camacan,Bahia,Brasil, -15.391667
Rugoloa pilosa, Mata de Vila 5.,Igrapiúna,Bahia,Brasil, -13.816667
Rugoloa pilosa, Bloco Planalto, área 63, próximo do aeroporto.,Almeirim,Pará
Rugoloa pilosa,Parauapebas,Pará,Brasil, -6.333333, -49.920278
Rugoloa pilosa,BRASILIA,DF,Brasil, -15.978333, 47.4930555
Rugoloa pilosa,Santa Bárbara,Minas Gerais,Brasil, -20.023056, -43.501667
Rugoloa pilosa," ""Cachoeira do Tarumãzinho""", ca. 20 km NW of Manaus, at km 15 on Tarumã road.,Manaus,Amazonas
Rugoloa pilosa, trilha da torre.,Camacan,Bahia,Brasil, -15.391667
Rugoloa pilosa, mais ou menos 3 km após a entrada principal da obra.,PARANA,TO,Brasil, -12.795
Rugoloa pilosa,Linhares,Espírito Santo,Brasil, -19.3910999298096, -40.0722007751465
Rugoloa pilosa,Caldas Novas,Goiás,Brazil, -17.9333333, -48.5166667
Rugoloa pilosa, vic. km 48.,,Amapá,Brazil,
Rugoloa pilosa,São Jose de Ribamar,Maranhão,Brasil, -2.644833, -44.140139
Rugoloa pilosa, aproximadamente 8 km antes de Uruaçú, no sentido Brasília - Belém. Beira da estrada,BARRO ALTO,GO,Brasil
Rugoloa pilosa,LINHARES,ES,BRASIL, -19.3910999298096, -40.0722007751465
Rugoloa pilosa, estrada Alto Alegre-Lago Verde, km 9, município de Lago Verde.,Lago Verde,Maranhão
Rugoloa pilosa, trilha da torre.,Camacan,Bahia,Brasil, -15.391667
Rugoloa pilosa, próximo ao rio Tocantins.,COLINAS DO SUL,GO,Brasil, -13.64083
Rugoloa pilosa,Diadema,São Paulo,Brazil, -23.68, -46.62
Rugoloa pilosa, entrada a ca. 5 km.,Ubaíra,Bahia,Brasil, -13.240556
Rugoloa pilosa,SILVANIA,GO,Brasil, -16.28972, -48.44056
Rugoloa pilosa,Juiz de Fora,Minas Gerais,Brasil, -21.7642002105713, -43.3502998352051
Rugoloa pilosa,IMPERATRIZ,MA,Brasil, -5.52639007568359, -47.49169921875
Rugoloa pilosa,São Jose de Ribamar,Maranhão,Brasil, -2.644472, -44.139722
Rugoloa pilosa,Niquelândia,Goiás,Brazil, -14.5663889, -48.5075
Rugoloa pilosa,Fênix,PR,Brasil, -23.865111, -51.960139
Rugoloa pilosa, fazenda Maracaçumé Agro Industrial Grupo Mesbla.,Turiaçu,Maranhão,Brazil, -1.66333
Rugoloa pilosa, Bacia do Cobre,Salvador,Bahia,Brasil, -12.966667
Rugoloa pilosa,Peri Mirim,Maranhão,Brasil, -2.638389, -44.847444
Rugoloa pilosa,PARANA,TO,Brasil, -12.895, -48.173055
Rugoloa pilosa," between the Rios Balsas and Parnaíba. 100 m SE of main house of Fazena ""Morros""", about 35 km south of Lorêto. At head of the brook," ""Riacho da Atraca"".",Loreto,Maranhão
Rugoloa pilosa,IPAMERI,GO,Brasil, -17.53333, -49.51667
Rugoloa pilosa, Horto Florestal do IBDF.,João Pessoa,Paraíba,Brasil, -7.115
Rugoloa pilosa,Guarulhos,SP,Brasil, -23.4, -46.463611
Rugoloa pilosa,Rodeio,Santa Catarina,Brasil, -26.883889, -49.369722
Rugoloa pilosa, ca. 10 km S of Brasilia,,Distrito Federal,Brazil,
Rugoloa pilosa,Recife,Pernambuco,Brasil, -8.125, -34.875
Rugoloa pilosa,LINHARES,ES,Brasil, -19.3910999298096, -40.0722007751465
Rugoloa pilosa, ca. 10 km south of Cavalacante.,,Minas Gerais,Brazil,
Rugoloa pilosa,UBATUBA,SP,Brasil, -23.328888, -44.681388
Rugoloa pilosa,Curitiba,Paraná,Brasil, -25.4277992248535, -49.2731018066406
Rugoloa pilosa, Joanes.,Salvaterra,Pará,Brazil, -0.753333
Rugoloa pilosa, Rios das Lontras.,Aragoiânia,Goiás,Brazil, -16.9119
Rugoloa pilosa,Coronel Pacheco,Minas Gerais,Brasil, -21.5877990722656, -43.2655982971191
Rugoloa pilosa, km 2.,CAVALCANTE,GO,Brasil, -13.280555
Rugoloa pilosa, Fazenda Acurizal, borda oeste do Pantanal.,Corumbá,Mato Grosso do Sul,Brasil
Rugoloa pilosa,,Maranhão,Brazil,,
Rugoloa pilosa, entre Esmeralda e Pinhal da Serra, cerca de 8 km de Pinhal.,PINHAL DA SERRA,RS,Brasil
Rugoloa pilosa, sentido Palmital/Cabeceira grande, acesso pela fazenda do Sr. Jerônimo.,UNAI,MG,Brasil
Rugoloa pilosa,,Mato Grosso,Brazil,,
Rugoloa pilosa, km 125.,SANTAREM,PA,Brasil, -3.48333
Rugoloa pilosa,Sinop,Mato Grosso,Brasil, -11.539444, -55.3925
Rugoloa pilosa,Fênix,PR,Brasil, -23.8815, -51.973639
Rugoloa pilosa, trilha subindo o morro ao lado do Country Club.,Santa Teresa,Espírito Santo,Brazil, -19.9356
Rugoloa pilosa,Governador Valadares,Minas Gerais,Brasil, -18.8511009216309, -41.9494018554688
Rugoloa pilosa, UNICAMP, ESAlq,LINHARES,ES,BRASIL
Rugoloa pilosa, S11D.,Canaã dos Carajás,Pará,Brasil, -6.392778
Rugoloa pilosa, trilha Indaiá-açú, Fl. Omb. Densa, borda de mata. 673 m.,Espírito Santo,Santa Teresa
Rugoloa pilosa,Lençóis,Bahia,Brasil, -12.560278, -41.403056
Rugoloa pilosa, próximo à cidade.,SÃO PEDRO DOS CRENTES,MA,Brasil, -6.8341666
Rugoloa pilosa, 15km acima da boca do Rio Branco.,Caracaraí,Roraima,Brasil, 0.505556
Rugoloa pilosa, margem de riacho.,GUARAMIRANGA,CE,Brasil, -4.26332998275757
Rugoloa pilosa,Santa Helena,Paraná,Brasil, -24.8603000640869, -54.3328018188477
Rugoloa pilosa,5 km da Vila Veneno, na direção do Rio São Félix. Cerca de 12 km da Balsa da Coterra.,CAVALCANTE,GO,Brasil
Rugoloa pilosa, juntoa gruta grande no arenito a beira da BR 101 em bananal,TORRES,RS,Brasil, -29.3353004455566
Rugoloa pilosa, vila Rondônia, Nucleo de colonização de Ouro Preto, em beira de sanga seca nesta época,,
Rugoloa pilosa,Itaporanga d'Ajuda,Sergipe,Brasil, -11.0429, -37.1944
Rugoloa pilosa, trilha da Senzala, na margem da trilha.,Mangaratiba,Rio de Janeiro,Brasil
