Nome,Status Flora do Brasil,Nome Aceito Flora do Brasil,Status PlantList,Nome Aceito PlantList,Plant List x Flora do Brasil
Stylosanthes guianensis,Nome Aceito,Stylosanthes guianensis,Nome Aceito,Stylosanthes guianensis
Stylosanthes scabra Vogel,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Stylosanthes viscosa,Nome Aceito,Stylosanthes viscosa,Nome Aceito,Stylosanthes viscosa
Tephrosia purpurea,Sinônimo,Tephrosia domingensis,Nome Aceito,Tephrosia purpurea,Diferente
Teramnus volubilis,Nome Aceito,Teramnus volubilis,Nome Aceito,Teramnus volubilis
Vachellia farnesiana,Nome Aceito,Vachellia farnesiana,Não Encontrado,Não Encontrado,Diferente
Vigna juruana,Nome Aceito,Vigna juruana,Nome Aceito,Vigna juruana
Vigna lasiocarpa,Nome Aceito,Vigna lasiocarpa,Nome Aceito,Vigna lasiocarpa
Vigna longifolia,Nome Aceito,Vigna longifolia,Nome Aceito,Vigna longifolia
Vigna luteola,Nome Aceito,Vigna luteola,Nome Aceito,Vigna luteola
Zornia guanipensis,Nome Aceito,Zornia guanipensis,Sinônimo,Zornia marajoara,Diferente
Zornia latifolia,Nome Aceito,Zornia latifolia,Nome Aceito,Zornia latifolia
Coutoubea ramosa,Nome Aceito,Coutoubea ramosa,Nome Aceito,Coutoubea ramosa
Coutoubea spicata Aubl.,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Curtia tenuifolia,Nome Aceito,Curtia tenuifolia,Nome Aceito,Curtia tenuifolia
Irlbachia alata,Sinônimo,Chelonanthus alatus,Não Encontrado,Não Encontrado,Diferente
Irlbachia purpurascens,Sinônimo,Chelonanthus purpurascens,Sinônimo,Chelonanthus purpurascens
Schultesia benthamiana,Nome Aceito,Schultesia benthamiana,Nome Aceito,Schultesia benthamiana
Schultesia brachyptera,Nome Aceito,Schultesia brachyptera,Nome Aceito,Schultesia brachyptera
Schultesia gracilis Mart.,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Schultesia guianensis,Nome Aceito,Schultesia guianensis,Nome Aceito,Schultesia guianensis
Schultesia optera,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Drymonia coccinea,Nome Aceito,Drymonia coccinea,Nome Aceito,Drymonia coccinea
Sinningia elatior,Nome Aceito,Sinningia elatior,Nome Aceito,Sinningia elatior
Schiekia orinocensis,Nome Aceito,Schiekia orinocensis,Nome Aceito,Schiekia orinocensis
Laurembergia tetrandra,Nome Aceito,Laurembergia tetrandra,Nome Aceito,Laurembergia tetrandra
Myriophyllum aquaticum,Nome Aceito,Myriophyllum aquaticum,Nome Aceito,Myriophyllum aquaticum
Myriophyllum elatinoides,Sinônimo,Myriophyllum quitense,Não Encontrado,Não Encontrado,Diferente
Proserpinaca palustris,Nome Aceito,Proserpinaca palustris,Nome Aceito,Proserpinaca palustris
Heliconia marginata,Nome Aceito,Heliconia marginata,Nome Aceito,Heliconia marginata
Heliconia psittacorum,Nome Aceito,Heliconia psittacorum,Nome Aceito,Heliconia psittacorum
Apalanthe granatensis,Nome Aceito,Apalanthe granatensis,Sinônimo,Elodea granatensis,Diferente
Egeria densa,Nome Aceito,Egeria densa,Nome Aceito,Egeria densa
Egeria najas,Nome Aceito,Egeria najas,Nome Aceito,Egeria najas
Elodea canadensis,Nome Aceito,Elodea canadensis,Nome Aceito,Elodea canadensis
Halophila decipiens,Nome Aceito,Halophila decipiens,Nome Aceito,Halophila decipiens
Hydrilla verticillata,Não Encontrado,Não Encontrado,Nome Aceito,Hydrilla verticillata
Limnobium laevigatum,Nome Aceito,Limnobium laevigatum,Nome Aceito,Limnobium laevigatum
Najas argurta,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Najas conferta,Nome Aceito,Najas conferta,Nome Aceito,Najas conferta
Najas guadalupensis,Nome Aceito,Najas guadalupensis,Nome Aceito,Najas guadalupensis
Najas marina,Nome Aceito,Najas marina,Nome Aceito,Najas marina
Najas microcarpa,Nome Aceito,Najas microcarpa,Não Encontrado,Não Encontrado,Diferente
Najas microdon,Sinônimo,Najas guadalupensis,Não Encontrado,Não Encontrado,Diferente
Ottelia brasiliensis,Nome Aceito,Ottelia brasiliensis,Nome Aceito,Ottelia brasiliensis
Hydrolea elatior,Nome Aceito,Hydrolea elatior,Nome Aceito,Hydrolea elatior
Hydrolea spinosa,Nome Aceito,Hydrolea spinosa,Nome Aceito,Hydrolea spinosa
Hypericum brasiliense,Nome Aceito,Hypericum brasiliense,Nome Aceito,Hypericum brasiliense
Hypericum mutilum,Nome Aceito,Hypericum mutilum,Nome Aceito,Hypericum mutilum
Vismia cayennensis,Nome Aceito,Vismia cayennensis,Nome Aceito,Vismia cayennensis
Curculigo scorzonerifolia,Nome Aceito,Curculigo scorzonerifolia,Nome Aceito,Curculigo scorzonerifolia
Hypoxis decumbens,Nome Aceito,Hypoxis decumbens,Nome Aceito,Hypoxis decumbens
Cipura paludosa,Nome Aceito,Cipura paludosa,Nome Aceito,Cipura paludosa
Sisyrinchium micranthum,Nome Aceito,Sisyrinchium micranthum,Nome Aceito,Sisyrinchium micranthum
Sisyrinchium vaginatum,Nome Aceito,Sisyrinchium vaginatum,Nome Aceito,Sisyrinchium vaginatum
Isoetes brasiliensis,Nome Aceito,Isoetes brasiliensis,Não Encontrado,Não Encontrado,Diferente
Isoetes ekmanii,Não Encontrado,Não Encontrado,UNRESOLVED,Sisyrinchium vaginatum
Juncus acutus,Nome Aceito,Juncus acutus,Nome Aceito,Juncus acutus
Juncus bufonius,Nome Aceito,Juncus bufonius,Nome Aceito,Juncus bufonius
Juncus capillaceus,Nome Aceito,Juncus capillaceus,Nome Aceito,Juncus capillaceus
Juncus densiflorus,Nome Aceito,Juncus densiflorus,Nome Aceito,Juncus densiflorus
Juncus dichotomus,Sinônimo,Not Specified,Nome Aceito,Juncus dichotomus,Diferente
Juncus dombeyanus,Sinônimo,Juncus pallescens,Não Encontrado,Não Encontrado,Diferente
Juncus effusus,Nome Aceito,Juncus effusus,Nome Aceito,Juncus effusus
Juncus marginatus,Nome Aceito,Juncus marginatus,Nome Aceito,Juncus marginatus
Juncus microcephalus,Nome Aceito,Juncus microcephalus,Nome Aceito,Juncus microcephalus
Juncus sellowianus,Sinônimo,Juncus microcephalus,Sinônimo,Juncus microcephalus
Juncus scirpoides,Nome Aceito,Juncus scirpoides,Nome Aceito,Juncus scirpoides
Lilaea scilloides,Nome Aceito,Lilaea scilloides,Não Encontrado,Não Encontrado,Diferente
Triglochin striata,Nome Aceito,Triglochin striata,Nome Aceito,Triglochin striata
Hyptis atrorubens,Nome Aceito,Hyptis atrorubens,Nome Aceito,Hyptis atrorubens
Hyptis brevipes,Nome Aceito,Hyptis brevipes,Nome Aceito,Hyptis brevipes
Hyptis caespitosa,Nome Aceito,Hyptis caespitosa,Nome Aceito,Hyptis caespitosa
Hyptis dilatata,Nome Aceito,Hyptis dilatata,Nome Aceito,Hyptis dilatata
Hyptis fasciculata,Sinônimo,Condea undulata,Nome Aceito,Hyptis fasciculata,Diferente
Hyptis lacustris,Nome Aceito,Hyptis lacustris,Nome Aceito,Hyptis lacustris
Hyptis lagenaria,Nome Aceito,Hyptis lagenaria,Nome Aceito,Hyptis lagenaria
Hyptis lantaniifolia,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Hyptis lappacea,Nome Aceito,Hyptis lappacea,Nome Aceito,Hyptis lappacea
Hyptis lorentziana,Nome Aceito,Hyptis lorentziana,Nome Aceito,Hyptis lorentziana
Hyptis mutabilis,Sinônimo,Cantinoa mutabilis,Nome Aceito,Hyptis mutabilis,Diferente
Hyptis parkeri,Nome Aceito,Hyptis parkeri,Nome Aceito,Hyptis parkeri
Hyptis recurvata,Nome Aceito,Hyptis recurvata,Nome Aceito,Hyptis recurvata
Hyptis spicigera,Sinônimo,Cantinoa americana,Nome Aceito,Hyptis spicigera,Diferente
Hyptis suaveolens,Sinônimo,Mesosphaerum suaveolens,Nome Aceito,Hyptis suaveolens,Diferente
Hyptis tetracephala,Nome Aceito,Hyptis tetracephala,Nome Aceito,Hyptis tetracephala
Hyptis vilis,Não Encontrado,Não Encontrado,Nome Aceito,Hyptis vilis
Marsypianthes chamaedrys,Nome Aceito,Marsypianthes chamaedrys,Nome Aceito,Marsypianthes chamaedrys
Ocimum campechianum,Nome Aceito,Ocimum campechianum,Nome Aceito,Ocimum campechianum
Prunella vulgaris,Nome Aceito,Prunella vulgaris,Nome Aceito,Prunella vulgaris
Salvia arenaria,Nome Aceito,Salvia arenaria,Nome Aceito,Salvia arenaria
Salvia scabrida,Nome Aceito,Salvia scabrida,Nome Aceito,Salvia scabrida
Scutellaria minor,Não Encontrado,Não Encontrado,Nome Aceito,Scutellaria minor
Vitex cymosa,Nome Aceito,Vitex cymosa,Nome Aceito,Vitex cymosa
Vitex megapotamica,Nome Aceito,Vitex megapotamica,Nome Aceito,Vitex megapotamica
Cassytha filiformis,Nome Aceito,Cassytha filiformis,Nome Aceito,Cassytha filiformis
Genlisea filiformis,Nome Aceito,Genlisea filiformis,Nome Aceito,Genlisea filiformis
Utricularia adpressa,Nome Aceito,Utricularia adpressa,Nome Aceito,Utricularia adpressa
Utricularia breviscapa,Nome Aceito,Utricularia breviscapa,Nome Aceito,Utricularia breviscapa
Utricularia cucculata,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Utricularia erectiflora,Nome Aceito,Utricularia erectiflora,Nome Aceito,Utricularia erectiflora
Utricularia fimbriata,Nome Aceito,Utricularia fimbriata,Nome Aceito,Utricularia fimbriata
Utricularia foliosa,Nome Aceito,Utricularia foliosa,Nome Aceito,Utricularia foliosa
Utricularia gibba,Nome Aceito,Utricularia gibba,Nome Aceito,Utricularia gibba
Utricularia guyanensis,Nome Aceito,Utricularia guyanensis,Nome Aceito,Utricularia guyanensis
Utricularia hydrocarpa,Nome Aceito,Utricularia hydrocarpa,Nome Aceito,Utricularia hydrocarpa
Utricularia inflata,Sinônimo,Utricularia breviscapa,Não Encontrado,Não Encontrado,Diferente
Utricularia juncea,Nome Aceito,Utricularia juncea,Nome Aceito,Utricularia juncea
Utricularia laciniata,Nome Aceito,Utricularia laciniata,Nome Aceito,Utricularia laciniata
Utricularia laxa,Nome Aceito,Utricularia laxa,Nome Aceito,Utricularia laxa
Utricularia myriocista,Nome Aceito,Utricularia myriocista,Nome Aceito,Utricularia myriocista
Utricularia nana,Nome Aceito,Utricularia nana,Nome Aceito,Utricularia nana
Utricularia neottioides,Nome Aceito,Utricularia neottioides,Nome Aceito,Utricularia neottioides
Utricularia nervosa,Nome Aceito,Utricularia nervosa,Nome Aceito,Utricularia nervosa
Utricularia nigrescens,Nome Aceito,Utricularia nigrescens,Nome Aceito,Utricularia nigrescens
Utricularia olivacea,Nome Aceito,Utricularia olivacea,Nome Aceito,Utricularia olivacea
Utricularia physoceras,Nome Aceito,Utricularia physoceras,Nome Aceito,Utricularia physoceras
Utricularia praelonga,Nome Aceito,Utricularia praelonga,Nome Aceito,Utricularia praelonga
Utricularia poconensis,Nome Aceito,Utricularia poconensis,Nome Aceito,Utricularia poconensis
Utricularia pusilla,Nome Aceito,Utricularia pusilla,Nome Aceito,Utricularia pusilla
Utricularia reniformis,Nome Aceito,Utricularia reniformis,Nome Aceito,Utricularia reniformis
Utricularia simulans,Nome Aceito,Utricularia simulans,Nome Aceito,Utricularia simulans
Utricularia subulata,Nome Aceito,Utricularia subulata,Nome Aceito,Utricularia subulata
Utricularia trichophylla,Nome Aceito,Utricularia trichophylla,Nome Aceito,Utricularia trichophylla
Utricularia tricolor,Nome Aceito,Utricularia tricolor,Nome Aceito,Utricularia tricolor
Utricularia triloba,Nome Aceito,Utricularia triloba,Nome Aceito,Utricularia triloba
Utricularia warmingii,Nome Aceito,Utricularia warmingii,Nome Aceito,Utricularia warmingii
Lindernia crustacea,Nome Aceito,Lindernia crustacea,Nome Aceito,Lindernia crustacea
Lindernia diffusa,Nome Aceito,Lindernia diffusa,Nome Aceito,Lindernia diffusa
Lindernia microcalyx,Sinônimo,Not Specified,Nome Aceito,Lindernia microcalyx,Diferente
Lindernia rotundifolia,Nome Aceito,Lindernia rotundifolia,Nome Aceito,Lindernia rotundifolia
Torenia thouarsii,Nome Aceito,Torenia thouarsii,Nome Aceito,Torenia thouarsii
Spigelia anthelmia,Nome Aceito,Spigelia anthelmia,Nome Aceito,Spigelia anthelmia
Ammannia auriculata,Nome Aceito,Ammannia auriculata,Nome Aceito,Ammannia auriculata
Ammannia latifolia,Nome Aceito,Ammannia latifolia,Nome Aceito,Ammannia latifolia
Cuphea antisyphilitica,Nome Aceito,Cuphea antisyphilitica,Nome Aceito,Cuphea antisyphilitica
Cuphea arenarioides,Nome Aceito,Cuphea arenarioides,Nome Aceito,Cuphea arenarioides
Cuphea campestris,Nome Aceito,Cuphea campestris,Nome Aceito,Cuphea campestris
Cuphea carthagenensis,Nome Aceito,Cuphea carthagenensis,Nome Aceito,Cuphea carthagenensis
Cuphea circaeoides,Nome Aceito,Cuphea circaeoides,Nome Aceito,Cuphea circaeoides
Cuphea fruticosa,Nome Aceito,Cuphea fruticosa,Nome Aceito,Cuphea fruticosa
Cuphea ingrata,Nome Aceito,Cuphea ingrata,Nome Aceito,Cuphea ingrata
Cuphea melvilla,Nome Aceito,Cuphea melvilla,Nome Aceito,Cuphea melvilla
Cuphea racemosa,Nome Aceito,Cuphea racemosa,Nome Aceito,Cuphea racemosa
Cuphea repens,Nome Aceito,Cuphea repens,Nome Aceito,Cuphea repens
Cuphea sessiliflora,Nome Aceito,Cuphea sessiliflora,Nome Aceito,Cuphea sessiliflora
Heimia myrtifolia,Sinônimo,Heimia apetala,Nome Aceito,Heimia myrtifolia,Diferente
Lythrum hyssopifolia,Nome Aceito,Lythrum hyssopifolia,Nome Aceito,Lythrum hyssopifolia
Pleurophora anomala,Nome Aceito,Pleurophora anomala,Nome Aceito,Pleurophora anomala
Rotala mexicana,Nome Aceito,Rotala mexicana,Nome Aceito,Rotala mexicana
Rotala ramosior (L.),Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Rotala rotundifolia,Nome Aceito,Rotala rotundifolia,Nome Aceito,Rotala rotundifolia
Byrsonima intermedia,Nome Aceito,Byrsonima intermedia,Nome Aceito,Byrsonima intermedia
Byttneria genistella,Nome Aceito,Byttneria genistella,Nome Aceito,Byttneria genistella
Byttneria palustris,Nome Aceito,Byttneria palustris,Nome Aceito,Byttneria palustris
Byttneria ramosissima,Nome Aceito,Byttneria ramosissima,Nome Aceito,Byttneria ramosissima
Byttneria scabra,Nome Aceito,Byttneria scabra,Nome Aceito,Byttneria scabra
Corchorus argutus,Nome Aceito,Corchorus argutus,Não Encontrado,Não Encontrado,Diferente
Corchorus hirtus,Nome Aceito,Corchorus hirtus,Nome Aceito,Corchorus hirtus
Helicteres guazumifolia,Nome Aceito,Helicteres guazumifolia,Nome Aceito,Helicteres guazumifolia
Hibiscus bifurcatus,Nome Aceito,Hibiscus bifurcatus,Nome Aceito,Hibiscus bifurcatus
Hibiscus cisplatinus,Não Encontrado,Não Encontrado,Sinônimo,Hibiscus striatus
Hibiscus dimidiatus,Nome Aceito,Hibiscus dimidiatus,Nome Aceito,Hibiscus dimidiatus
Hibiscus diversifolius,Nome Aceito,Hibiscus diversifolius,Nome Aceito,Hibiscus diversifolius
Hibiscus furcellatus,Nome Aceito,Hibiscus furcellatus,Nome Aceito,Hibiscus furcellatus
Hibiscus sororius,Nome Aceito,Hibiscus sororius,Nome Aceito,Hibiscus sororius
Hibiscus striatus,Não Encontrado,Não Encontrado,Nome Aceito,Hibiscus striatus
Malachra radiata,Nome Aceito,Malachra radiata,Nome Aceito,Malachra radiata
Melochia arenosa,Nome Aceito,Melochia arenosa,Nome Aceito,Melochia arenosa
Melochia graminifolia,Nome Aceito,Melochia graminifolia,Nome Aceito,Melochia graminifolia
Melochia hirsuta,Sinônimo,Melochia villosa,Não Encontrado,Não Encontrado,Diferente
Melochia simplex,Nome Aceito,Melochia simplex,Nome Aceito,Melochia simplex
Melochia spicata,Sinônimo,Malva spicata,Nome Aceito,Melochia spicata,Diferente
Monteiroa ptarmicifolia,Nome Aceito,Monteiroa ptarmicifolia,Nome Aceito,Monteiroa ptarmicifolia
Pavonia angustifolia,Nome Aceito,Pavonia angustifolia,Nome Aceito,Pavonia angustifolia
Pavonia cancellata,Nome Aceito,Pavonia cancellata,Nome Aceito,Pavonia cancellata
Pavonia grandiflora,Nome Aceito,Pavonia grandiflora,Nome Aceito,Pavonia grandiflora
Pavonia laetevirens,Nome Aceito,Pavonia laetevirens,Nome Aceito,Pavonia laetevirens
Pavonia sessiliflora,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Sida acuta,Nome Aceito,Sida acuta,Nome Aceito,Sida acuta
Sida anomala,Nome Aceito,Sida anomala,Não Encontrado,Não Encontrado,Diferente
Sida galheirensis,Nome Aceito,Sida galheirensis,Nome Aceito,Sida galheirensis
Sida rhombifolia,Nome Aceito,Sida rhombifolia,Nome Aceito,Sida rhombifolia
Sida setosa,Nome Aceito,Sida setosa,Nome Aceito,Sida setosa
Sida spinosa,Nome Aceito,Sida spinosa,Nome Aceito,Sida spinosa
Sidastrum multiflorum,Nome Aceito,Sidastrum multiflorum,Nome Aceito,Sidastrum multiflorum
Triumfetta althaeoides,Nome Aceito,Triumfetta althaeoides,Nome Aceito,Triumfetta althaeoides
Urena lobata,Nome Aceito,Urena lobata,Nome Aceito,Urena lobata
Waltheria americana,Sinônimo,Waltheria indica,Não Encontrado,Não Encontrado,Diferente
Waltheria indica,Nome Aceito,Waltheria indica,Nome Aceito,Waltheria indica
Calathea capitata,Sinônimo,Goeppertia capitata,Nome Aceito,Calathea capitata,Diferente
Calathea comosa,Sinônimo,Goeppertia comosa,Nome Aceito,Calathea comosa,Diferente
Calathea lanata,Sinônimo,Goeppertia lanata,Nome Aceito,Calathea lanata,Diferente
Calathea loeseneri,Sinônimo,Goeppertia loeseneri,Nome Aceito,Calathea loeseneri,Diferente
Calathea micans,Sinônimo,Goeppertia micans,Nome Aceito,Calathea micans,Diferente
Ischnosiphon polyphyllus,Nome Aceito,Ischnosiphon polyphyllus,Nome Aceito,Ischnosiphon polyphyllus
Thalia multiflora,Nome Aceito,Thalia multiflora,Nome Aceito,Thalia multiflora
Thalia geniculata,Nome Aceito,Thalia geniculata,Nome Aceito,Thalia geniculata
Mayaca fluviatilis,Nome Aceito,Mayaca fluviatilis,Nome Aceito,Mayaca fluviatilis
Mayaca kunthii,Nome Aceito,Mayaca kunthii,Nome Aceito,Mayaca kunthii
Mayaca longipes,Nome Aceito,Mayaca longipes,Nome Aceito,Mayaca longipes
Mayaca sellowiana,Nome Aceito,Mayaca sellowiana,Não Encontrado,Não Encontrado,Diferente
Aciotis acuminifolia,Nome Aceito,Aciotis acuminifolia,Nome Aceito,Aciotis acuminifolia
Aciotis ornata,Nome Aceito,Aciotis ornata,Nome Aceito,Aciotis ornata
Acisanthera alsinaefolia,Nome Aceito,Acisanthera alsinaefolia,Nome Aceito,Acisanthera alsinaefolia
Acisanthera divaricarta,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Acisanthera fluitans,Sinônimo,Not Specified,Nome Aceito,Acisanthera fluitans,Diferente
Acisanthera limnobios,Sinônimo,Noterophila limnobios,Nome Aceito,Acisanthera limnobios,Diferente
Acisanthera variabilis,Nome Aceito,Acisanthera variabilis,Nome Aceito,Acisanthera variabilis
Cambessedesia hilariana,Nome Aceito,Cambessedesia hilariana,Nome Aceito,Cambessedesia hilariana
Clidemia capitellata,Nome Aceito,Clidemia capitellata,Nome Aceito,Clidemia capitellata
Clidemia hirta,Nome Aceito,Clidemia hirta,Nome Aceito,Clidemia hirta
Comolia villosa,Nome Aceito,Comolia villosa,Nome Aceito,Comolia villosa
Desmoscelis villosa (Aubl.),Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Lavoisiera umbricata,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Leandra multiplinervis,Nome Aceito,Leandra multiplinervis,Nome Aceito,Leandra multiplinervis
Maicarea radula,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Miconia chamissois,Nome Aceito,Miconia chamissois,Nome Aceito,Miconia chamissois
Microlepis oleifolia,Sinônimo,Pleroma oleifolium,Nome Aceito,Microlepis oleifolia,Diferente
Microlicia myrtoidea,Nome Aceito,Microlicia myrtoidea,Nome Aceito,Microlicia myrtoidea
Pterolepis glomerata,Nome Aceito,Pterolepis glomerata,Nome Aceito,Pterolepis glomerata
Pterolepis repanda,Nome Aceito,Pterolepis repanda,Nome Aceito,Pterolepis repanda
Rhynchanthera cordata,Nome Aceito,Rhynchanthera cordata,Nome Aceito,Rhynchanthera cordata
Rhynchanthera dichotoma,Nome Aceito,Rhynchanthera dichotoma,Nome Aceito,Rhynchanthera dichotoma
Rhynchanthera grandiflora,Nome Aceito,Rhynchanthera grandiflora,Nome Aceito,Rhynchanthera grandiflora
Rhynchanthera hispida,Nome Aceito,Rhynchanthera hispida,Nome Aceito,Rhynchanthera hispida
Rhynchanthera novemnervia,Nome Aceito,Rhynchanthera novemnervia,Nome Aceito,Rhynchanthera novemnervia
Rhynchanthera serrulata,Nome Aceito,Rhynchanthera serrulata,Nome Aceito,Rhynchanthera serrulata
Rhynchanthera verbenoides,Nome Aceito,Rhynchanthera verbenoides,Nome Aceito,Rhynchanthera verbenoides
Tibouchina aspera,Nome Aceito,Tibouchina aspera,Nome Aceito,Tibouchina aspera
Tibouchina asperior,Sinônimo,Pleroma asperior,Nome Aceito,Tibouchina asperior,Diferente
Tibouchina cerastifolia,Nome Aceito,Tibouchina cerastifolia,Nome Aceito,Tibouchina cerastifolia
Tibouchina cisplatensis,Nome Aceito,Tibouchina cisplatensis,Nome Aceito,Tibouchina cisplatensis
Tibouchina gracilis,Sinônimo,Chaetogastra gracilis,Nome Aceito,Tibouchina gracilis,Diferente
Tibouchina herbacea,Nome Aceito,Tibouchina herbacea,Nome Aceito,Tibouchina herbacea
Tibouchina sebastianopolitana,Nome Aceito,Tibouchina sebastianopolitana,Nome Aceito,Tibouchina sebastianopolitana
Tibouchina semidecandra,Sinônimo,Pleroma semidecandrum,Nome Aceito,Tibouchina semidecandra,Diferente
Tibouchina trichopoda,Sinônimo,Pleroma trichopodum,Nome Aceito,Tibouchina trichopoda,Diferente
Tibouchina urceolaris,Sinônimo,Pleroma urceolare,Nome Aceito,Tibouchina urceolaris,Diferente
Cissampelos andromorpha,Nome Aceito,Cissampelos andromorpha,Nome Aceito,Cissampelos andromorpha
Cissampelos glaberrima,Nome Aceito,Cissampelos glaberrima,Nome Aceito,Cissampelos glaberrima
Odontocarya arifolia,Sinônimo,Odontocarya membranacea,UNRESOLVED,Cissampelos glaberrima,Diferente
Odontocarya tamoides,Nome Aceito,Odontocarya tamoides,Nome Aceito,Odontocarya tamoides
Nymphoides grayana,Nome Aceito,Nymphoides grayana,Nome Aceito,Nymphoides grayana
Nymphoides humboldtiana,Nome Aceito,Nymphoides humboldtiana,Sinônimo,Nymphoides indica,Diferente
Nymphoides indica,Não Encontrado,Não Encontrado,Nome Aceito,Nymphoides indica
Glinus radiatus,Nome Aceito,Glinus radiatus,Nome Aceito,Glinus radiatus
Mollugo verticillata,Nome Aceito,Mollugo verticillata,Nome Aceito,Mollugo verticillata
Psidium acutangulum,Nome Aceito,Psidium acutangulum,Nome Aceito,Psidium acutangulum
Psidium cattleianum,Nome Aceito,Psidium cattleianum,Nome Aceito,Psidium cattleianum
Nymphaea alba,Não Encontrado,Não Encontrado,Nome Aceito,Nymphaea alba
Nymphaea amazonum Mart.,Não Encontrado,Não Encontrado,Não Encontrado,Não Encontrado
Nymphaea ampla,Nome Aceito,Nymphaea ampla,Nome Aceito,Nymphaea ampla
Nymphaea belophylla,Nome Aceito,Nymphaea belophylla,Nome Aceito,Nymphaea belophylla
Nymphaea caerulea,Nome Aceito,Nymphaea caerulea,Não Encontrado,Não Encontrado,Diferente
Nymphaea capensis,Nome Aceito,Nymphaea capensis,Nome Aceito,Nymphaea capensis
Nymphaea gardneriana,Nome Aceito,Nymphaea gardneriana,Nome Aceito,Nymphaea gardneriana
Nymphaea jamesoniana,Nome Aceito,Nymphaea jamesoniana,Nome Aceito,Nymphaea jamesoniana
Nymphaea lasiophylla,Nome Aceito,Nymphaea lasiophylla,Nome Aceito,Nymphaea lasiophylla
Nymphaea lingulata,Nome Aceito,Nymphaea lingulata,Nome Aceito,Nymphaea lingulata
Nymphaea lotus,Nome Aceito,Nymphaea lotus,Nome Aceito,Nymphaea lotus
Nymphaea mexicana,Nome Aceito,Nymphaea mexicana,Nome Aceito,Nymphaea mexicana
Nymphaea odorata,Nome Aceito,Nymphaea odorata,Nome Aceito,Nymphaea odorata
Nymphaea oxypetala,Nome Aceito,Nymphaea oxypetala,Nome Aceito,Nymphaea oxypetala
Nymphaea prolifera,Nome Aceito,Nymphaea prolifera,Nome Aceito,Nymphaea prolifera
Nymphaea pulchella,Nome Aceito,Nymphaea pulchella,Nome Aceito,Nymphaea pulchella
Nymphaea rubra,Nome Aceito,Nymphaea rubra,Nome Aceito,Nymphaea rubra
Nymphaea rudgeana,Nome Aceito,Nymphaea rudgeana,Nome Aceito,Nymphaea rudgeana
Victoria amazonica,Nome Aceito,Victoria amazonica,Nome Aceito,Victoria amazonica
Sauvagesia erecta,Nome Aceito,Sauvagesia erecta,Nome Aceito,Sauvagesia erecta
Sauvagesia racemosa,Nome Aceito,Sauvagesia racemosa,Nome Aceito,Sauvagesia racemosa
Sauvagesia rubiginosa,Nome Aceito,Sauvagesia rubiginosa,Nome Aceito,Sauvagesia rubiginosa
Sauvagesia sprengelii,Nome Aceito,Sauvagesia sprengelii,Nome Aceito,Sauvagesia sprengelii
Ludwigia affinis,Nome Aceito,Ludwigia affinis,Nome Aceito,Ludwigia affinis
Ludwigia caparosa,Nome Aceito,Ludwigia caparosa,Nome Aceito,Ludwigia caparosa
Ludwigia decurrens,Nome Aceito,Ludwigia decurrens,Nome Aceito,Ludwigia decurrens
Ludwigia densiflora,Nome Aceito,Ludwigia densiflora,Nome Aceito,Ludwigia densiflora
Ludwigia elegans,Nome Aceito,Ludwigia elegans,Nome Aceito,Ludwigia elegans
Ludwigia erecta,Nome Aceito,Ludwigia erecta,Nome Aceito,Ludwigia erecta
Ludwigia filiformis,Nome Aceito,Ludwigia filiformis,Nome Aceito,Ludwigia filiformis
Ludwigia grandiflora,Nome Aceito,Ludwigia grandiflora,Nome Aceito,Ludwigia grandiflora
Ludwigia helminthorrhiza,Nome Aceito,Ludwigia helminthorrhiza,Nome Aceito,Ludwigia helminthorrhiza
Ludwigia hexapetala,Nome Aceito,Ludwigia hexapetala,Nome Aceito,Ludwigia hexapetala
Ludwigia hyssopifolia,Nome Aceito,Ludwigia hyssopifolia,Nome Aceito,Ludwigia hyssopifolia
Ludwigia inclinata,Nome Aceito,Ludwigia inclinata,Nome Aceito,Ludwigia inclinata
Ludwigia irwinii,Nome Aceito,Ludwigia irwinii,Nome Aceito,Ludwigia irwinii
Ludwigia lagunae,Nome Aceito,Ludwigia lagunae,Nome Aceito,Ludwigia lagunae
Ludwigia leptocarpa,Nome Aceito,Ludwigia leptocarpa,Nome Aceito,Ludwigia leptocarpa
Ludwigia linifolia,Não Encontrado,Não Encontrado,Nome Aceito,Ludwigia linifolia
Ludwigia longifolia,Nome Aceito,Ludwigia longifolia,Nome Aceito,Ludwigia longifolia
Ludwigia major,Nome Aceito,Ludwigia major,Nome Aceito,Ludwigia major
Ludwigia multinervia,Nome Aceito,Ludwigia multinervia,Nome Aceito,Ludwigia multinervia
