Cyperus aggregatus,NOME_ACEITO,Cyperus aggregatus
Cyperus amabilis,NOME_ACEITO,Cyperus amabilis
Cyperus articulatus,NOME_ACEITO,Cyperus articulatus
Cyperus barrosianus,SINONIMO,Pycreus tener
Cyperus berroi,NOME_ACEITO,Cyperus berroi
Cyperus absconditicoronatus,NOME_ACEITO,Cyperus absconditicoronatus
Cyperus chalaranthus,NOME_ACEITO,Cyperus chalaranthus
Cyperus compressus,NOME_ACEITO,Cyperus compressus
Cyperus cornelii-ostenii,NOME_ACEITO,Cyperus cornelii-ostenii
Cyperus corymbosus,NOME_ACEITO,Cyperus corymbosus
Cyperus cuspidatus,NOME_ACEITO,Cyperus cuspidatus
Cyperus diffusus,NOME_ACEITO,Cyperus diffusus
Cyperus digitatus,NOME_ACEITO,Cyperus digitatus
Cyperus distans,NOME_ACEITO,Cyperus distans
Cyperus eragrostis,NOME_ACEITO,Cyperus eragrostis
Cyperus esculentus,NOME_ACEITO,Cyperus esculentus
Cyperus fistulosus,SINONIMO,Cyperus articulatus
Cyperus gardneri,NOME_ACEITO,Cyperus gardneri
Cyperus giganteus,NOME_ACEITO,Cyperus giganteus
Cyperus haspan,NOME_ACEITO,Cyperus haspan
Cyperus hermaphroditus,NOME_ACEITO,Cyperus hermaphroditus
Cyperus imbricatus,NOME_ACEITO,Cyperus imbricatus
Cyperus intricatus,NOME_ACEITO,Cyperus intricatus
Cyperus involucratus,NOME_ACEITO,Cyperus involucratus
Cyperus iria,NOME_ACEITO,Cyperus iria
Cyperus laetus,NOME_ACEITO,Cyperus laetus
Cyperus laxus,NOME_ACEITO,Cyperus laxus
Cyperus ligularis,NOME_ACEITO,Cyperus ligularis
Cyperus luzulae,NOME_ACEITO,Cyperus luzulae
Cyperus absconditicoronatus,NOME_ACEITO,Cyperus absconditicoronatus
Cyperus odoratus,NOME_ACEITO,Cyperus odoratus
Cyperus papyrus,NOME_ACEITO,Cyperus papyrus
Cyperus prolixus,NOME_ACEITO,Cyperus prolixus
Cyperus reflexus,NOME_ACEITO,Cyperus reflexus
Cyperus rigens,NOME_ACEITO,Cyperus rigens
Cyperus rotundus,NOME_ACEITO,Cyperus rotundus
Cyperus surinamensis,NOME_ACEITO,Cyperus surinamensis
Cyperus uncinulatus,NOME_ACEITO,Cyperus uncinulatus
Cyperus virens,NOME_ACEITO,Cyperus virens
Dialium guianense,NOME_ACEITO,Dialium guianense
Eleocharis acutangula,NOME_ACEITO,Eleocharis acutangula
Eleocharis atropurpurea,NOME_ACEITO,Eleocharis atropurpurea
Eleocharis barrosii,NOME_ACEITO,Eleocharis barrosii
Eleocharis bonariensis,NOME_ACEITO,Eleocharis bonariensis
Eleocharis capillacea,NOME_ACEITO,Eleocharis capillacea
Eleocharis debilis,NOME_ACEITO,Eleocharis debilis
Eleocharis elata,SINONIMO,Eleocharis plicarhachis
Eleocharis elegans,NOME_ACEITO,Eleocharis elegans
Eleocharis elongata,NOME_ACEITO,Eleocharis elongata
Eleocharis equisetoides,NOME_ACEITO,Eleocharis equisetoides
Eleocharis filiculmis,NOME_ACEITO,Eleocharis filiculmis
Eleocharis flavescens,NOME_ACEITO,Eleocharis flavescens
Eleocharis geniculata,NOME_ACEITO,Eleocharis geniculata
Eleocharis interstincta,NOME_ACEITO,Eleocharis interstincta
Eleocharis maculosa,NOME_ACEITO,Eleocharis maculosa
Eleocharis minarum,NOME_ACEITO,Eleocharis minarum
Eleocharis minima,NOME_ACEITO,Eleocharis minima
Eleocharis montana,NOME_ACEITO,Eleocharis montana
Eleocharis mutata,NOME_ACEITO,Eleocharis mutata
Eleocharis nana,NOME_ACEITO,Eleocharis nana
Eleocharis nudipes,NOME_ACEITO,Eleocharis nudipes
Eleocharis radicans,SINONIMO,Eleocharis exigua
Eleocharis retroflexa,NOME_ACEITO,Eleocharis retroflexa
Eleocharis sellowiana,NOME_ACEITO,Eleocharis sellowiana
Eleocharis subarticulata,NOME_ACEITO,Eleocharis subarticulata
Eleocharis abnorma,NOME_ACEITO,Eleocharis abnorma
Fimbristylis aestivalis,NOME_ACEITO,Fimbristylis aestivalis
Fimbristylis autumnalis,NOME_ACEITO,Fimbristylis autumnalis
Fimbristylis complanata,NOME_ACEITO,Fimbristylis complanata
Fimbristylis cymosa,NOME_ACEITO,Fimbristylis cymosa
Fimbristylis dichotoma,NOME_ACEITO,Fimbristylis dichotoma
Fimbristylis spadicea,NOME_ACEITO,Fimbristylis spadicea
Fimbristylis squarrosa,NOME_ACEITO,Fimbristylis squarrosa
Fuirena incompleta,NOME_ACEITO,Fuirena incompleta
Fuirena robusta,NOME_ACEITO,Fuirena robusta
Fuirena umbellata,NOME_ACEITO,Fuirena umbellata
Hyparrhenia rufa,NOME_ACEITO,Hyparrhenia rufa
Kyllinga odorata,NOME_ACEITO,Kyllinga odorata
Kyllinga pumila,NOME_ACEITO,Kyllinga pumila
Lipocarpha humboldtiana,SINONIMO,Lipocarpha chinensis
Lipocarpha micrantha,NOME_ACEITO,Lipocarpha micrantha
Lipocarpha salzmanniana,NOME_ACEITO,Lipocarpha salzmanniana
